FOR CLOSURE OF,SOURCE FILE,TAX ID,RECEIPT NUMBER,WORKER ID,PERIOD OF PROVISION,TAX ID - RECEIPT NUMBER,RECEIPT AMOUNT,REQUESTED AMOUNT,PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  PROVISION CODE,WORKER ID - PERIOD OF PROVISION -  RECEIPT AMOUNT,SECOND PROVISION CODE,SECOND WORKER ID NUMBER,THIRD PROVISION CODE,SECOND PERIOD OF PROVISION,WORKER ID - PERIOD OF PROVISION -  RECEIPT NUMBER,WORKER ID -  RECEIPT NUMBER,RECEIPT PREFIX,RECEIPT TYPE,EMISSION TYPE,AUTHORIZATION CODE,RECEIPT EMISSION DATE,CBU 1,CBU 2
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,58976257517,109,41545502879,201705,58976257517-109,"8361,54","8361,54",96,41545502879-201705-96,"41545502879-201705-8361,54",96,68355891105,96,201705,68355891105-201705-109,68355891105-109,0002,03,E,67239190718438,07/06/2017,506260013,94465455427836
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,94279960721,108,78193180935,201705,94279960721-108,"3517,8","3517,8",96,78193180935-201705-96,"78193180935-201705-3517,8",96,58262126810,96,201705,58262126810-201705-108,58262126810-108,0002,03,E,67239190570112,07/06/2017,914450746,66808083146729
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,15862109063,125,10806898316,201705,15862109063-125,"9826,83","9826,83",96,10806898316-201705-96,"10806898316-201705-9826,83",96,92161221299,96,201705,92161221299-201705-125,92161221299-125,0002,03,E,67239194347733,07/06/2017,405306228,80746348539241
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,29647344560,107,57667319940,201705,29647344560-107,"13242,49","13242,49",96,57667319940-201705-96,"57667319940-201705-13242,49",96,79857516075,96,201705,79857516075-201705-107,79857516075-107,0002,03,E,67239190404464,07/06/2017,338463432,44746808794658
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62490468395,106,81879789714,201705,62490468395-106,"4018,41","4018,41",96,81879789714-201705-96,"81879789714-201705-4018,41",96,47806788839,96,201705,47806788839-201705-106,47806788839-106,0002,03,E,67239183769678,07/06/2017,237446759,72712060047659
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,41312352773,105,16724238035,201705,41312352773-105,"11708,18","11708,18",96,16724238035-201705-96,"16724238035-201705-11708,18",96,58649804045,96,201705,58649804045-201705-105,58649804045-105,0002,03,E,67239183567232,07/06/2017,690860185,90569030670642
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28782197637,104,70117825489,201705,28782197637-104,"6265,07","6265,07",96,70117825489-201705-96,"70117825489-201705-6265,07",96,87910321943,96,201705,87910321943-201705-104,87910321943-104,0002,03,E,67239183392884,07/06/2017,566150419,22656689349848
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,70031475427,155,49012566627,201705,70031475427-155,"1826,55","1826,55",96,49012566627-201705-96,"49012566627-201705-1826,55",96,23030185569,96,201705,23030185569-201705-155,23030185569-155,0002,03,E,67239228544648,09/06/2017,159622982,16634772788092
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,58721471602,154,91267030662,201705,58721471602-154,"2374,51","2374,51",96,91267030662-201705-96,"91267030662-201705-2374,51",96,97211471616,96,201705,97211471616-201705-154,97211471616-154,0002,03,E,67239227960126,09/06/2017,50629898,69987638337362
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61265285881,153,88759422488,201705,61265285881-153,"2029,5","2029,5",96,88759422488-201705-96,"88759422488-201705-2029,5",96,43940326674,96,201705,43940326674-201705-153,43940326674-153,0002,03,E,67239227858441,09/06/2017,174416409,96498082735984
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,27916740346,152,67246923381,201705,27916740346-152,"2570,7","2570,7",96,67246923381-201705-96,"67246923381-201705-2570,7",96,14997655856,96,201705,14997655856-201705-152,14997655856-152,0002,03,E,67239218129631,08/06/2017,821147853,40963253550341
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64546767921,150,20014781780,201705,64546767921-150,"1177,11","1177,11",96,20014781780-201705-96,"20014781780-201705-1177,11",96,35390744206,96,201705,35390744206-201705-150,35390744206-150,0002,03,E,67239217783862,08/06/2017,554680386,47664021292136
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,30745054477,149,11069413262,201705,30745054477-149,"5936,29","5936,29",96,11069413262-201705-96,"11069413262-201705-5936,29",96,83316949354,96,201705,83316949354-201705-149,83316949354-149,0002,03,E,67239217574832,08/06/2017,560167738,39093708603668
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,98508566280,148,54031951325,201705,98508566280-148,"3324,32","3324,32",96,54031951325-201705-96,"54031951325-201705-3324,32",96,33445360256,96,201705,33445360256-201705-148,33445360256-148,0002,03,E,67239217130985,08/06/2017,648467315,47792611972923
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,11895244866,147,77850163671,201705,11895244866-147,"1278,59","1278,59",96,77850163671-201705-96,"77850163671-201705-1278,59",96,61050900490,96,201705,61050900490-201705-147,61050900490-147,0002,03,E,67239216898599,08/06/2017,614985383,65138895492857
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,19736237750,103,33935041040,201705,19736237750-103,"3178,19","3178,19",96,33935041040-201705-96,"33935041040-201705-3178,19",96,52852429406,96,201705,52852429406-201705-103,52852429406-103,0002,03,E,67239183218321,07/06/2017,268216859,97912093649690
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62726594236,102,64183819175,201705,62726594236-102,"5863,22","5863,22",96,64183819175-201705-96,"64183819175-201705-5863,22",96,33991601991,96,201705,33991601991-201705-102,33991601991-102,0002,03,E,67239183032592,07/06/2017,712244564,15335068758148
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,90904468746,101,25124701001,201705,90904468746-101,"2191,86","2191,86",96,25124701001-201705-96,"25124701001-201705-2191,86",96,60914336940,96,201705,60914336940-201705-101,60914336940-101,0002,03,E,67239182892472,07/06/2017,822797446,71144965629562
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,10102195428,100,53374399884,201705,10102195428-100,"947,1","947,1",96,53374399884-201705-96,"53374399884-201705-947,1",96,69928429201,96,201705,69928429201-201705-100,69928429201-100,0002,03,E,67239182765754,07/06/2017,530821939,74617938480371
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,84835110377,99,40546252516,201705,84835110377-99,"9717,25","9717,25",96,40546252516-201705-96,"40546252516-201705-9717,25",96,23079228401,96,201705,23079228401-201705-99,23079228401-99,0002,03,E,67239182650327,07/06/2017,33573596,87955493806581
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,95343333170,98,17425768473,201705,95343333170-98,"4511,58","4511,58",96,17425768473-201705-96,"17425768473-201705-4511,58",96,40879188891,96,201705,40879188891-201705-98,40879188891-98,0002,03,E,67239182467124,07/06/2017,96289313,98037627238158
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,57059282686,97,67546679145,201705,57059282686-97,"4951,98","4951,98",96,67546679145-201705-96,"67546679145-201705-4951,98",96,54350228922,96,201705,54350228922-201705-97,54350228922-97,0002,03,E,67239182332759,07/06/2017,140231235,88615879470327
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,19943017864,96,46752132215,201705,19943017864-96,"16128,44","16128,44",96,46752132215-201705-96,"46752132215-201705-16128,44",96,72632724614,96,201705,72632724614-201705-96,72632724614-96,0002,03,E,67239182218621,07/06/2017,108572175,13289889297017
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,62445841695,95,79541387367,201705,62445841695-95,"7563,27","7563,27",96,79541387367-201705-96,"79541387367-201705-7563,27",96,96593460721,96,201705,96593460721-201705-95,96593460721-95,0002,03,E,67239182070834,07/06/2017,774326300,11485286866023
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36589054294,94,66368217817,201705,36589054294-94,"9242,34","9242,34",96,66368217817-201705-96,"66368217817-201705-9242,34",96,42996164828,96,201705,42996164828-201705-94,42996164828-94,0002,03,E,67239181874485,07/06/2017,134782493,32984499004089
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,27656985995,93,41967492384,201705,27656985995-93,"1242,05","1242,05",96,41967492384-201705-96,"41967492384-201705-1242,05",96,39740807320,96,201705,39740807320-201705-93,39740807320-93,0002,03,E,67239181704848,07/06/2017,807699724,56733302586543
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42952064824,92,39123032933,201705,42952064824-92,"2630,23","2630,23",96,39123032933-201705-96,"39123032933-201705-2630,23",96,53007582535,96,201705,53007582535-201705-92,53007582535-92,0002,03,E,67239181509394,07/06/2017,968496433,29757769125127
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,73196524630,91,30292978421,201705,73196524630-91,"4749,03","4749,03",96,30292978421-201705-96,"30292978421-201705-4749,03",96,16690382117,96,201705,16690382117-201705-91,16690382117-91,0002,03,E,67239181370826,07/06/2017,277178957,70654869228898
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28320339619,90,96265843655,201705,28320339619-90,"4785,56","4785,56",96,96265843655-201705-96,"96265843655-201705-4785,56",96,40986967616,96,201705,40986967616-201705-90,40986967616-90,0002,03,E,67239181236925,07/06/2017,506173964,66090536897956
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,38121434263,89,84362044692,201705,38121434263-89,"16895,54","16895,54",96,84362044692-201705-96,"84362044692-201705-16895,54",96,98276022339,96,201705,98276022339-201705-89,98276022339-89,0002,03,E,67239181078810,07/06/2017,837487190,95961489970846
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,31395757280,88,57350625652,201705,31395757280-88,"1607,36","1607,36",96,57350625652-201705-96,"57350625652-201705-1607,36",96,23915201743,96,201705,23915201743-201705-88,23915201743-88,0002,03,E,67239180871020,07/06/2017,163896766,64350165872864
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,19993364869,87,60674133772,201705,19993364869-87,"16913,88","16913,88",96,60674133772-201705-96,"60674133772-201705-16913,88",96,98282134283,96,201705,98282134283-201705-87,98282134283-87,0002,03,E,67239180737145,07/06/2017,302594262,60043991311783
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,50944637148,86,21924072074,201705,50944637148-86,"12384,01","12384,01",96,21924072074-201705-96,"21924072074-201705-12384,01",96,38167957138,96,201705,38167957138-201705-86,38167957138-86,0002,03,E,67239168143085,06/06/2017,65272552,59426396374641
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,89160095137,156,73811897087,201705,89160095137-156,"2131,56","2131,56",96,73811897087-201705-96,"73811897087-201705-2131,56",96,45303747574,96,201705,45303747574-201705-156,45303747574-156,0002,03,E,67239229571085,09/06/2017,781434259,11741839666728
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,99221295025,157,56487249539,201705,99221295025-157,"2164,8","2164,8",96,56487249539-201705-96,"56487249539-201705-2164,8",96,46161561324,96,201705,46161561324-201705-157,46161561324-157,0002,03,E,67239229704955,09/06/2017,693076293,44823301496245
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,93190722351,92,73051711381,201705,93190722351-92,"5428,32","5428,32",91,73051711381-201705-91,"73051711381-201705-5428,32",91,20881361434,91,201705,20881361434-201705-92,20881361434-92,0004,05,E,67235228745049,09/06/2017,182006320,99586058509712
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,43503821280,93,51413007974,201704,43503821280-93,"5428,32","5428,32",91,51413007974-201704-91,"51413007974-201704-5428,32",91,93719180565,91,201704,93719180565-201704-93,93719180565-93,0004,05,E,67235229064910,09/06/2017,706045244,74306842278524
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,56361538369,91,87016290677,201703,56361538369-91,"5428,32","5428,32",91,87016290677-201703-91,"87016290677-201703-5428,32",91,83270276672,91,201703,83270276672-201703-91,83270276672-91,0004,05,E,67235228619026,09/06/2017,296372403,21676089578681
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,51211082356,351,33537697364,201705,51211082356-351,"7237,6","7237,6",90,33537697364-201705-90,"33537697364-201705-7237,6",90,46823196865,90,201705,46823196865-201705-351,46823196865-351,0001,05,I,43224100737397,01/06/2017,723013878,11449284088220
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,44027721870,352,51275240142,201705,44027721870-352,"10404,76","10404,76",87,51275240142-201705-87,"51275240142-201705-10404,76",87,56335121332,87,201705,56335121332-201705-352,56335121332-352,0001,05,I,43224100737397,01/06/2017,966429055,21581027387127
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,24073024596,361,93380011623,201705,24073024596-361,"7237,6","7237,6",91,93380011623-201705-91,"93380011623-201705-7237,6",91,75424182486,91,201705,75424182486-201705-361,75424182486-361,0001,05,I,43224100737397,02/06/2017,833276969,52573936495285
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,79950459612,360,43185023774,201704,79950459612-360,"7237,76","7237,76",91,43185023774-201704-91,"43185023774-201704-7237,76",91,40198645782,91,201704,40198645782-201704-360,40198645782-360,0001,05,I,43224100737397,02/06/2017,543000374,92104125500427
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,82025327706,359,78881722215,201703,82025327706-359,"7237,6","7237,6",91,78881722215-201703-91,"78881722215-201703-7237,6",91,15825776783,91,201703,15825776783-201703-359,15825776783-359,0001,05,I,43224100737397,02/06/2017,785438620,28758841125146
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,50018203016,358,48510474423,201705,50018203016-358,"10404,76","10404,76",87,48510474423-201705-87,"48510474423-201705-10404,76",87,87632629591,87,201705,87632629591-201705-358,87632629591-358,0001,05,I,43224100737397,02/06/2017,910676996,72004216159906
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,75872988081,357,65380660669,201704,75872988081-357,"10404,76","10404,76",87,65380660669-201704-87,"65380660669-201704-10404,76",87,64211593594,87,201704,64211593594-201704-357,64211593594-357,0001,05,I,43224100737397,02/06/2017,881993194,16434307438857
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,21048240089,356,82917040628,201703,21048240089-356,"10404,76","10404,76",87,82917040628-201703-87,"82917040628-201703-10404,76",87,99876927248,87,201703,99876927248-201703-356,99876927248-356,0001,05,I,43224100737397,02/06/2017,252785626,81322812069607
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,52449993149,355,79537814286,201705,52449993149-355,"10404,76","10404,76",87,79537814286-201705-87,"79537814286-201705-10404,76",87,39634683360,87,201705,39634683360-201705-355,39634683360-355,0001,05,I,43224100737397,02/06/2017,910158686,55591741067115
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,92631260031,354,52104463966,201705,92631260031-354,"10404,76","10404,76",87,52104463966-201705-87,"52104463966-201705-10404,76",87,41135810469,87,201705,41135810469-201705-354,41135810469-354,0001,05,I,43224100737397,01/06/2017,760258030,31721661724585
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,87785166591,353,91126340964,201705,87785166591-353,"10404,76","10404,76",87,91126340964-201705-87,"91126340964-201705-10404,76",87,40418213526,87,201705,40418213526-201705-353,40418213526-353,0001,05,I,43224100737397,01/06/2017,916936387,59250730139743
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,51343616238,2221,19912630953,201705,51343616238-2221,"15605,38","15608,38",89,19912630953-201705-89,"19912630953-201705-15605,38",89,89860336335,89,201705,89860336335-201705-2221,89860336335-2221,0002,05,E,67239225907827,09/06/2017,848285306,55998875131885
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,73614590027,2222,14085485696,201705,73614590027-2222,"13949,45","13949,45",34,14085485696-201705-34,"14085485696-201705-13949,45",34,88739974734,34,201705,88739974734-201705-2222,88739974734-2222,0002,05,E,67239225932813,09/06/2017,800606198,37305255650279
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,94562479293,116,88319296173,201705,94562479293-116,"1790,01","1790,01",96,88319296173-201705-96,"88319296173-201705-1790,01",96,10919445150,96,201705,10919445150-201705-116,10919445150-116,0002,03,E,67239192180567,07/06/2017,524275960,78935558747704
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,64062425312,146,47837744937,201705,64062425312-146,"8603,05","8603,05",96,47837744937-201705-96,"47837744937-201705-8603,05",96,22171854372,96,201705,22171854372-201705-146,22171854372-146,0002,03,E,67239210128530,08/06/2017,238713392,44541715043409
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28947214987,145,44923891138,201705,28947214987-145,"1369,91","1369,91",96,44923891138-201705-96,"44923891138-201705-1369,91",96,98635102804,96,201705,98635102804-201705-145,98635102804-145,0002,03,E,67239209936751,08/06/2017,471528100,41948016520789
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,61204013766,144,82510483495,201705,61204013766-144,"3910,17","3910,17",96,82510483495-201705-96,"82510483495-201705-3910,17",96,71252984928,96,201705,71252984928-201705-144,71252984928-144,0002,03,E,67239209793236,08/06/2017,402605162,84000861390954
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,91171359629,143,46734695264,201705,91171359629-143,"5826,7","5826,7",96,46734695264-201705-96,"46734695264-201705-5826,7",96,10558154006,96,201705,10558154006-201705-143,10558154006-143,0002,03,E,67239209416852,08/06/2017,727398336,40208757345440
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,46944093424,142,20997065298,201705,46944093424-142,"4712,5","4712,5",96,20997065298-201705-96,"20997065298-201705-4712,5",96,49583230603,96,201705,49583230603-201705-142,49583230603-142,0002,03,E,67239209223439,08/06/2017,238494469,28108847275529
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,14385340406,141,87217172293,201705,14385340406-141,"6465,98","6465,98",96,87217172293-201705-96,"87217172293-201705-6465,98",96,33848715644,96,201705,33848715644-201705-141,33848715644-141,0002,03,E,67239207567798,08/06/2017,722785251,10384094321960
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,80760940426,140,65497210073,201705,80760940426-140,"1082,4","1082,4",96,65497210073-201705-96,"65497210073-201705-1082,4",96,48378985067,96,201705,48378985067-201705-140,48378985067-140,0002,03,E,67239207427388,08/06/2017,809351432,66451596131163
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,48248326638,138,51394916922,201705,48248326638-138,"3869,58","3869,58",96,51394916922-201705-96,"51394916922-201705-3869,58",96,24660330616,96,201705,24660330616-201705-138,24660330616-138,0002,03,E,67239207008576,08/06/2017,747098635,33755104341188
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,77612694288,137,12707673436,201705,77612694288-137,"15507,41","15507,41",96,12707673436-201705-96,"12707673436-201705-15507,41",96,64539637951,96,201705,64539637951-201705-137,64539637951-137,0002,03,E,67239206888601,08/06/2017,119346217,98690144889369
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,97182513699,136,30002891799,201705,97182513699-136,"3433,91","3433,91",96,30002891799-201705-96,"30002891799-201705-3433,91",96,49380281196,96,201705,49380281196-201705-136,49380281196-136,0002,03,E,67239206745845,08/06/2017,88180816,35986313058738
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,42060055013,135,26764810818,201705,42060055013-135,"5296,99","5296,99",96,26764810818-201705-96,"26764810818-201705-5296,99",96,28790166582,96,201705,28790166582-201705-135,28790166582-135,0002,03,E,67239206512713,08/06/2017,643513822,87047286787907
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,66175107292,134,23363347240,201705,66175107292-134,"3214,73","3214,73",96,23363347240-201705-96,"23363347240-201705-3214,73",96,39724510736,96,201705,39724510736-201705-134,39724510736-134,0002,03,E,67239206386706,08/06/2017,888974410,55332869277224
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25470707651,133,71598618252,201705,25470707651-133,"3580,04","3580,04",96,71598618252-201705-96,"71598618252-201705-3580,04",96,34809279346,96,201705,34809279346-201705-133,34809279346-133,0002,03,E,67239206266863,08/06/2017,139418729,65828698386356
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25288971471,132,52782253613,201705,25288971471-132,"4036,68","4036,68",96,52782253613-201705-96,"52782253613-201705-4036,68",96,10206366323,96,201705,10206366323-201705-132,10206366323-132,0002,03,E,67239206266863,08/06/2017,459152540,83689042175140
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,25232599530,131,38928198065,201705,25232599530-131,"1432,01","1432,01",96,38928198065-201705-96,"38928198065-201705-1432,01",96,37995414621,96,201705,37995414621-201705-131,37995414621-131,0002,03,E,67239205973552,08/06/2017,561223207,56522097620123
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28755141404,130,97248606115,201705,28755141404-130,"4365,45","4365,45",96,97248606115-201705-96,"97248606115-201705-4365,45",96,71481577328,96,201705,71481577328-201705-130,71481577328-130,0002,03,E,67239205778155,08/06/2017,962971524,34041384358345
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,53069193054,129,66752250288,201705,53069193054-129,"5041,27","5041,27",96,66752250288-201705-96,"66752250288-201705-5041,27",96,72893502884,96,201705,72893502884-201705-129,72893502884-129,0002,03,E,67239205600654,08/06/2017,620283890,79749364214661
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,36728383471,128,85367008803,201705,36728383471-128,"5169,13","5169,13",96,85367008803-201705-96,"85367008803-201705-5169,13",96,80511878898,96,201705,80511878898-201705-128,80511878898-128,0002,03,E,67239250370913,08/06/2017,909772687,46967984932958
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,73829580584,101,58062565341,201705,73829580584-101,"977,58","977,58",87,58062565341-201705-87,"58062565341-201705-977,58",87,55688163836,87,201705,55688163836-201705-101,55688163836-101,0001,05,I,43142094298959,05/06/2017,22510611,88488634997410
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,13516104956,1158,72478819927,201705,13516104956-1158,"15605,38","15605,38",89,72478819927-201705-89,"72478819927-201705-15605,38",89,73786580678,89,201705,73786580678-201705-1158,73786580678-1158,0001,05,I,42518083052216,05/06/2017,746811937,82596341955890
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,94186126186,1159,75486858362,201705,94186126186-1159,"11720,41","11720,41",35,75486858362-201705-35,"75486858362-201705-11720,41",35,64605316051,35,201705,64605316051-201705-1159,64605316051-1159,0001,05,I,42518083052216,05/06/2017,162735478,56952344189055
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,95272765124,1160,65447594313,201705,95272765124-1160,"15605,38","15608,38",89,65447594313-201705-89,"65447594313-201705-15605,38",89,92302120114,89,201705,92302120114-201705-1160,92302120114-1160,0001,05,I,42518083052216,05/06/2017,929373350,51578102244617
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,30334159168,1161,64659648925,201705,30334159168-1161,"15605,38","15605,38",89,64659648925-201705-89,"64659648925-201705-15605,38",89,68750837252,89,201705,68750837252-201705-1161,68750837252-1161,0001,05,I,42518083052216,05/06/2017,908488557,22875117787975
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,69124466660,58,48626089235,201705,69124466660-58,"10404,26","10404,26",87,48626089235-201705-87,"48626089235-201705-10404,26",87,92336850833,87,201705,92336850833-201705-58,92336850833-58,0001,05,I,42448077494714,01/06/2017,329826774,14247205102966
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,95530869888,117,54992133199,201705,95530869888-117,"10404,25","10404,25",87,54992133199-201705-87,"54992133199-201705-10404,25",87,69706014116,87,201705,69706014116-201705-117,69706014116-117,0002,05,I,42300066236401,02/06/2017,852312331,46960935270133
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,99695662464,987,24016584022,201705,99695662464-987,13886,13886,90,24016584022-201705-90,24016584022-201705-13886,90,38891330863,90,201705,38891330863-201705-987,38891330863-987,0001,05,I,43134093510007,01/06/2017,457794229,95192813534203
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,67768584780,986,78986315993,201705,67768584780-986,13886,13886,90,78986315993-201705-90,78986315993-201705-13886,90,20104177869,90,201705,20104177869-201705-986,20104177869-986,0001,05,I,43134093510007,01/06/2017,167239338,56246856598808
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,94702473053,985,62921169735,201705,94702473053-985,13886,13886,90,62921169735-201705-90,62921169735-201705-13886,90,45018455257,90,201705,45018455257-201705-985,45018455257-985,0001,05,I,43134093510007,01/06/2017,620737788,36400479823697
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,28342127272,984,30793894892,201705,28342127272-984,13886,13886,90,30793894892-201705-90,30793894892-201705-13886,90,97097789825,90,201705,97097789825-201705-984,97097789825-984,0001,05,I,43134093510007,01/06/2017,927695435,20201793127972
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,29211330522,983,70698527368,201705,29211330522-983,13886,13886,90,70698527368-201705-90,70698527368-201705-13886,90,20074669250,90,201705,20074669250-201705-983,20074669250-983,0001,05,I,43134093510007,01/06/2017,978881103,55200604441232
201705,21JUN_INTEGRATION_BOREAL_OSSIMRA_SHIPMENT__21JUN2017,86988211872,977,96990798936,201705,86988211872-977,13886,13886,90,96990798936-201705-90,96990798936-201705-13886,90,93912037859,90,201705,93912037859-201705-977,93912037859-977,0001,05,I,43134093510007,01/06/2017,997981351,71690578099600
