day,email,order,qty,gross_sales,discounts,returns,net_sales,shipping,duties,additional_fees,taxes,total_sales
07/12/2022,user155810735@email.com,55477216206,128,750.400.000,-32.586.000,-21.700.000,696.114.000,3.510.000,0,0,0,699.624.000
08/12/2022,user153394080@email.com,55477216209,122,689.300.000,-17.669.000,-26.554.000,645.077.000,2.340.000,0,0,0,647.417.000
09/12/2022,user17445075@email.com,55477216212,104,572.000.000,-14.159.000,-12.700.000,545.141.000,3.510.000,0,0,0,548.651.000
10/12/2022,user226968015@email.com,55477216215,133,773.600.000,-22.013.000,-35.400.000,716.187.000,7.020.000,0,0,0,723.207.000
11/12/2022,user318658260@email.com,55477216218,137,935.500.000,-41.714.000,-35.654.000,858.132.000,7.410.000,0,0,0,865.542.000
12/12/2022,user289033250@email.com,55477216221,107,669.500.000,-36.295.000,-65.014.000,568.191.000,6.240.000,0,0,0,574.431.000
13/12/2022,user298412035@email.com,55477216224,110,647.300.000,-28.308.000,-53.500.000,565.492.000,4.290.000,0,0,0,569.782.000
14/12/2022,user309072970@email.com,55477216227,122,799.100.000,-32.234.000,-9.800.000,757.066.000,7.410.000,0,0,0,764.476.000
15/12/2022,user138977605@email.com,55477216230,92,523.200.000,-15.742.000,-37.300.000,470.158.000,7.410.000,0,0,0,477.568.000
16/12/2022,user129100150@email.com,55477216233,98,563.900.000,-18.131.000,-20.300.000,525.469.000,7.020.000,0,0,0,532.489.000
17/12/2022,user182063175@email.com,55477216236,92,497.600.000,-12.202.000,-22.500.000,462.898.000,3.900.000,0,0,0,466.798.000
18/12/2022,user223401895@email.com,55477216239,77,488.400.000,-22.976.000,-21.014.000,444.410.000,3.900.000,0,0,0,448.310.000
19/12/2022,user333486415@email.com,55477216242,157,953.900.000,-78.414.000,-52.800.000,822.686.000,6.630.000,0,0,0,829.316.000
20/12/2022,user55236380@email.com,55477216245,87,978.900.000,-21.344.000,-523.925.000,433.631.000,1.950.000,0,0,0,435.581.000
21/12/2022,user17115695@email.com,55477216248,91,544.300.000,-29.273.000,-23.615.000,491.412.000,3.510.000,0,0,0,494.922.000
22/12/2022,user16369005@email.com,55477216251,92,515.500.000,-16.146.000,-4.500.000,494.854.000,3.900.000,0,0,0,498.754.000
23/12/2022,user368033015@email.com,55477216254,98,559.000.000,-22.333.000,-21.000.000,515.667.000,3.900.000,0,0,0,519.567.000
24/12/2022,user25702475@email.com,55477216257,75,427.400.000,-10.620.000,-7.254.000,409.526.000,3.900.000,0,0,0,413.426.000
25/12/2022,user27879990@email.com,55477216260,88,447.800.000,-7.295.000,-4.900.000,435.605.000,2.730.000,0,0,0,438.335.000
26/12/2022,user376723480@email.com,55477216263,123,577.900.000,-9.638.000,-27.802.000,540.460.000,2.340.000,0,0,0,542.800.000
27/12/2022,user154115765@email.com,55477216266,104,598.200.000,-19.623.000,-16.700.000,561.877.000,5.460.000,0,0,0,567.337.000
28/12/2022,user395489345@email.com,55477216269,108,600.500.000,-18.172.000,-13.014.000,569.314.000,4.290.000,0,0,0,573.604.000
29/12/2022,user33923205@email.com,55477216272,105,510.700.000,-8.291.000,-18.600.000,483.809.000,5.460.000,0,0,0,489.269.000
30/12/2022,user229354335@email.com,55477216275,115,639.800.000,-17.284.000,-27.915.000,594.601.000,7.020.000,0,0,0,601.621.000
31/12/2022,user159017465@email.com,55477216278,84,489.400.000,-14.755.000,-13.700.000,460.945.000,2.730.000,0,0,0,463.675.000
01/01/2023,user50935515@email.com,55477216281,93,515.700.000,-13.305.000,-3.900.000,498.495.000,3.120.000,0,0,0,501.615.000
02/01/2023,user141491905@email.com,55477216284,129,625.500.000,-14.173.000,-25.342.000,585.985.000,6.240.000,0,0,0,592.225.000
03/01/2023,user312741115@email.com,55477216287,128,671.300.000,-19.429.000,-41.865.000,610.006.000,3.120.000,0,0,0,613.126.000
04/01/2023,user184239015@email.com,55477216290,106,544.000.000,-16.345.000,-12.700.000,514.955.000,3.510.000,0,0,0,518.465.000
05/01/2023,user365856960@email.com,55477216293,114,622.600.000,-20.656.000,-24.600.000,577.344.000,3.900.000,0,0,0,581.244.000
06/01/2023,user1747535@email.com,55477216296,67,347.000.000,-7.409.000,-22.674.000,316.917.000,1.170.000,0,0,0,318.087.000
07/01/2023,user191033065@email.com,55477216299,110,600.900.000,-16.096.000,-30.500.000,554.304.000,3.120.000,0,0,0,557.424.000
08/01/2023,user210429225@email.com,55477216302,160,946.600.000,-69.201.000,-23.700.000,853.699.000,3.900.000,0,0,0,857.599.000
09/01/2023,user405301135@email.com,55477216305,139,719.000.000,-33.800.000,-36.640.000,648.560.000,5.460.000,0,0,0,654.020.000
10/01/2023,user292676990@email.com,55477216308,116,561.900.000,-20.627.000,-39.475.000,501.798.000,3.120.000,0,0,0,504.918.000
11/01/2023,user54928255@email.com,55477216311,98,517.800.000,-10.273.000,-9.800.000,497.727.000,3.510.000,0,0,0,501.237.000
12/01/2023,user365969050@email.com,55477216314,92,565.600.000,-14.264.000,-3.900.000,547.436.000,5.850.000,0,0,0,553.286.000
13/01/2023,user325987380@email.com,55477216317,96,538.700.000,-16.261.000,-8.114.000,514.325.000,2.340.000,0,0,0,516.665.000
14/01/2023,user388865415@email.com,55477216320,99,544.800.000,-11.734.000,-35.484.000,497.582.000,1.950.000,0,0,0,499.532.000
15/01/2023,user9799965@email.com,55477216323,110,636.000.000,-24.588.000,-18.270.000,593.142.000,4.290.000,0,0,0,597.432.000
16/01/2023,user81428480@email.com,55477216326,82,464.100.000,-9.489.000,-55.820.000,398.791.000,1.560.000,0,0,0,400.351.000
17/01/2023,user130332680@email.com,55477216329,109,578.700.000,-10.869.000,-28.900.000,538.931.000,6.630.000,0,0,0,545.561.000
18/01/2023,user18134590@email.com,55477216332,132,725.400.000,-34.053.000,-16.600.000,674.747.000,2.340.000,0,0,0,677.087.000
19/01/2023,user176938700@email.com,55477216335,113,611.500.000,-20.396.000,-16.200.000,574.904.000,3.120.000,0,0,0,578.024.000
20/01/2023,user296810115@email.com,55477216338,120,619.800.000,-18.684.000,-30.382.000,570.734.000,2.730.000,0,0,0,573.464.000
21/01/2023,user41402685@email.com,55477216341,111,547.800.000,-11.973.000,-24.254.000,511.573.000,5.850.000,0,0,0,517.423.000
22/01/2023,user7191100@email.com,55477216344,114,652.400.000,-24.671.000,-26.554.000,601.175.000,1.560.000,0,0,0,602.735.000
23/01/2023,user158682685@email.com,55477216347,109,550.900.000,-12.369.000,-6.600.000,531.931.000,5.460.000,0,0,0,537.391.000
24/01/2023,user284273690@email.com,55477216350,108,528.900.000,-15.112.000,-37.520.000,476.268.000,1.950.000,0,0,0,478.218.000
25/01/2023,user6232895@email.com,55477216353,99,547.600.000,-17.022.000,-24.000.000,506.578.000,1.950.000,0,0,0,508.528.000
26/01/2023,user324094255@email.com,55477216356,108,575.500.000,-8.927.000,-13.750.000,552.823.000,3.120.000,0,0,0,555.943.000
27/01/2023,user75753315@email.com,55477216359,113,620.600.000,-23.944.000,-33.900.000,562.756.000,2.730.000,0,0,0,565.486.000
28/01/2023,user299429465@email.com,55477216362,113,621.500.000,-17.646.000,-7.725.000,596.129.000,2.730.000,0,0,0,598.859.000
29/01/2023,user269880920@email.com,55477216365,115,611.600.000,-23.140.000,-32.020.000,556.440.000,4.680.000,0,0,0,561.120.000
30/01/2023,user84699955@email.com,55477216368,176,1.213.800.000,-98.219.000,-16.200.000,1.099.381.000,3.120.000,0,0,0,1.102.501.000
31/01/2023,user8107200@email.com,55477216371,94,643.800.000,-37.596.000,-28.300.000,577.904.000,3.510.000,0,0,0,581.414.000
01/02/2023,user52107525@email.com,55477216374,96,550.300.000,-24.408.000,-27.820.000,498.072.000,390.000,0,0,0,498.462.000
02/02/2023,user179015480@email.com,55477216377,96,586.200.000,-22.050.000,-40.840.000,523.310.000,1.950.000,0,0,0,525.260.000
03/02/2023,user176614605@email.com,55477216380,94,548.000.000,-18.628.000,0,529.372.000,1.170.000,0,0,0,530.542.000
04/02/2023,user154714605@email.com,55477216383,97,518.700.000,-12.174.000,-34.980.000,471.546.000,1.950.000,0,0,0,473.496.000
05/02/2023,user130236045@email.com,55477216386,88,561.400.000,-15.009.000,-30.648.000,515.743.000,3.120.000,0,0,0,518.863.000
06/02/2023,user360129755@email.com,55477216389,115,592.200.000,-11.106.000,-54.085.000,527.009.000,2.340.000,0,0,0,529.349.000
07/02/2023,user304710615@email.com,55477216392,78,422.500.000,-14.341.000,-72.340.000,335.819.000,2.730.000,0,0,0,338.549.000
08/02/2023,user346623140@email.com,55477216395,85,518.600.000,-20.980.000,-24.515.000,473.105.000,1.170.000,0,0,0,474.275.000
09/02/2023,user22716510@email.com,55477216398,106,831.900.000,-19.215.000,-15.469.000,797.216.000,7.800.000,0,0,0,805.016.000
10/02/2023,user255869635@email.com,55477216401,102,635.600.000,-17.357.000,-7.900.000,610.343.000,2.340.000,0,0,0,612.683.000
11/02/2023,user323134630@email.com,55477216404,114,730.400.000,-14.092.000,0,716.308.000,2.340.000,0,0,0,718.648.000
12/02/2023,user94565125@email.com,55477216407,105,609.200.000,-22.309.000,-16.654.000,570.237.000,2.730.000,0,0,0,572.967.000
13/02/2023,user83523245@email.com,55477216410,108,1.084.800.000,-18.921.000,-494.600.000,571.279.000,4.290.000,0,0,0,575.569.000
14/02/2023,user54346245@email.com,55477216413,90,539.600.000,-19.975.000,-16.675.000,502.950.000,2.730.000,0,0,0,505.680.000
15/02/2023,user111601030@email.com,55477216416,93,550.400.000,-9.630.000,-22.200.000,518.570.000,1.950.000,0,0,0,520.520.000
16/02/2023,user63455895@email.com,55477216419,90,566.000.000,-16.981.000,-27.600.000,521.419.000,3.900.000,0,0,0,525.319.000
17/02/2023,user83321890@email.com,55477216422,130,767.200.000,-31.135.000,-16.300.000,719.765.000,2.340.000,0,0,0,722.105.000
18/02/2023,user151961335@email.com,55477216425,125,749.600.000,-15.960.000,-52.815.000,680.825.000,2.340.000,0,0,0,683.165.000
19/02/2023,user98028350@email.com,55477216428,99,662.900.000,-17.693.000,-8.800.000,636.407.000,3.120.000,0,0,0,639.527.000
20/02/2023,user273271845@email.com,55477216431,124,805.100.000,-32.584.000,-16.170.000,756.346.000,3.900.000,0,0,0,760.246.000
21/02/2023,user147706555@email.com,55477216434,191,1.504.300.000,-120.696.000,-45.400.000,1.338.204.000,4.680.000,0,0,0,1.342.884.000
22/02/2023,user290944520@email.com,55477216437,109,785.000.000,-40.510.000,-4.900.000,739.590.000,1.950.000,0,0,0,741.540.000
23/02/2023,user58065010@email.com,55477216440,79,548.100.000,-20.627.000,-24.700.000,502.773.000,1.560.000,0,0,0,504.333.000
24/02/2023,user154959165@email.com,55477216443,92,648.100.000,-22.513.000,-17.100.000,608.487.000,3.120.000,0,0,0,611.607.000
25/02/2023,user49994255@email.com,55477216446,111,730.900.000,-15.031.000,-8.800.000,707.069.000,3.900.000,0,0,0,710.969.000
26/02/2023,user359444035@email.com,55477216449,112,734.500.000,-17.278.000,-56.900.000,660.322.000,3.120.000,0,0,0,663.442.000
27/02/2023,user90282000@email.com,55477216452,93,616.000.000,-16.080.000,-30.500.000,569.420.000,3.510.000,0,0,0,572.930.000
28/02/2023,user241380795@email.com,55477216455,93,703.200.000,-30.442.000,-90.090.000,582.668.000,2.730.000,0,0,0,585.398.000
01/03/2023,user27446095@email.com,55477216458,92,651.700.000,-18.760.000,-33.728.000,599.212.000,2.730.000,0,0,0,601.942.000
02/03/2023,user228131930@email.com,55477216461,125,856.100.000,-28.724.000,-56.085.000,771.291.000,4.680.000,0,0,0,775.971.000
03/03/2023,user207807645@email.com,55477216464,115,880.200.000,-17.345.000,-9.800.000,853.055.000,2.730.000,0,0,0,855.785.000
04/03/2023,user31051950@email.com,55477216467,138,939.300.000,-22.641.000,-11.200.000,905.459.000,4.680.000,0,0,0,910.139.000
05/03/2023,user331216545@email.com,55477216470,131,1.038.600.000,-25.052.000,-31.515.000,982.033.000,1.950.000,0,0,0,983.983.000
06/03/2023,user23376635@email.com,55477216473,79,599.500.000,-22.962.000,-41.800.000,534.738.000,1.170.000,0,0,0,535.908.000
07/03/2023,user284849930@email.com,55477216476,103,762.900.000,-23.138.000,-46.900.000,692.862.000,3.900.000,0,0,0,696.762.000
08/03/2023,user347451485@email.com,55477216479,77,581.200.000,-19.173.000,-44.500.000,517.527.000,1.170.000,0,0,0,518.697.000
09/03/2023,user400771095@email.com,55477216482,94,717.800.000,-13.277.000,-43.000.000,661.523.000,5.850.000,0,0,0,667.373.000
10/03/2023,user171045145@email.com,55477216485,80,651.000.000,-23.057.000,-60.800.000,567.143.000,1.170.000,0,0,0,568.313.000
11/03/2023,user311123480@email.com,55477216488,130,922.900.000,-22.025.000,-29.730.000,871.145.000,3.900.000,0,0,0,875.045.000
12/03/2023,user373794320@email.com,55477216491,116,839.800.000,-15.333.000,-46.600.000,777.867.000,3.510.000,0,0,0,781.377.000
13/03/2023,user196629040@email.com,55477216494,160,1.335.500.000,-96.034.000,-115.682.000,1.123.784.000,5.070.000,0,0,0,1.128.854.000
14/03/2023,user315694930@email.com,55477216497,103,728.700.000,-24.193.000,-20.300.000,684.207.000,2.730.000,0,0,0,686.937.000
15/03/2023,user190383625@email.com,55477216500,94,735.700.000,-13.437.000,-22.200.000,700.063.000,1.950.000,0,0,0,702.013.000
16/03/2023,user198994410@email.com,55477216503,95,670.100.000,-24.565.000,-22.300.000,623.235.000,2.730.000,0,0,4.158.000,630.123.000
17/03/2023,user123356580@email.com,55477216506,108,843.000.000,-31.167.000,-42.600.000,769.233.000,2.340.000,0,0,10.395.000,781.968.000
18/03/2023,user184640435@email.com,55477216509,87,659.000.000,-10.085.000,-32.300.000,616.615.000,3.510.000,0,0,4.158.000,624.283.000
19/03/2023,user295273015@email.com,55477216512,123,924.000.000,-25.622.000,-42.465.000,855.913.000,5.460.000,0,0,12.162.150,873.535.150
20/03/2023,user31305225@email.com,55477216515,104,846.400.000,-22.349.000,-82.145.000,741.906.000,2.340.000,0,0,0,744.246.000
21/03/2023,user145065375@email.com,55477216518,97,741.800.000,-17.435.000,-50.994.000,673.371.000,3.510.000,0,0,0,676.881.000
22/03/2023,user159968105@email.com,55477216521,105,898.700.000,-27.868.000,-41.320.000,829.512.000,2.340.000,0,0,0,831.852.000
23/03/2023,user34578700@email.com,55477216524,89,737.600.000,-24.319.000,-32.600.000,680.681.000,1.950.000,0,0,0,682.631.000
24/03/2023,user242985700@email.com,55477216527,128,958.700.000,-29.991.000,-32.700.000,896.009.000,4.290.000,0,0,0,900.299.000
25/03/2023,user100221450@email.com,55477216530,126,994.500.000,-24.218.000,-41.900.000,928.382.000,3.510.000,0,0,0,931.892.000
26/03/2023,user226750770@email.com,55477216533,119,911.300.000,-21.944.000,-22.300.000,867.056.000,3.120.000,0,0,0,870.176.000
27/03/2023,user188416885@email.com,55477216536,93,788.000.000,-15.091.000,-37.100.000,735.809.000,5.460.000,0,0,0,741.269.000
28/03/2023,user226516435@email.com,55477216539,89,737.100.000,-15.190.000,-23.200.000,698.710.000,3.120.000,0,0,0,701.830.000
29/03/2023,user344285960@email.com,55477216542,99,787.800.000,-20.745.000,-39.700.000,727.355.000,3.900.000,0,0,0,731.255.000
30/03/2023,user386376870@email.com,55477216545,104,821.100.000,-19.662.000,-125.834.000,675.604.000,5.460.000,0,0,0,681.064.000
31/03/2023,user161056990@email.com,55477216548,100,814.900.000,-22.454.000,-22.665.000,769.781.000,2.730.000,0,0,0,772.511.000
01/04/2023,user167875225@email.com,55477216551,99,879.300.000,-42.413.000,-78.600.000,758.287.000,3.510.000,0,0,0,761.797.000
02/04/2023,user161164915@email.com,55477216554,136,1.159.700.000,-32.243.000,-78.715.000,1.048.742.000,6.240.000,0,0,0,1.054.982.000
03/04/2023,user342658745@email.com,55477216557,114,911.100.000,-16.804.000,-108.400.000,785.896.000,3.900.000,0,0,0,789.796.000
04/04/2023,user265871315@email.com,55477216560,99,764.100.000,-24.001.000,-104.100.000,635.999.000,3.120.000,0,0,0,639.119.000
05/04/2023,user65437305@email.com,55477216563,89,795.900.000,-28.963.000,-61.214.000,705.723.000,2.340.000,0,0,0,708.063.000
06/04/2023,user75019605@email.com,55477216566,122,1.101.100.000,-27.473.000,-56.165.000,1.017.462.000,5.850.000,0,0,0,1.023.312.000
07/04/2023,user121114150@email.com,55477216569,119,1.226.400.000,-39.928.000,-21.865.000,1.164.607.000,5.070.000,0,0,0,1.169.677.000
08/04/2023,user104387270@email.com,55477216572,112,847.700.000,-18.592.000,-63.900.000,765.208.000,2.730.000,0,0,0,767.938.000
09/04/2023,user330998620@email.com,55477216575,108,920.600.000,-21.649.000,-85.130.000,813.821.000,5.070.000,0,0,0,818.891.000
10/04/2023,user351516680@email.com,55477216578,86,839.000.000,-20.706.000,-216.315.000,601.979.000,2.340.000,0,0,0,604.319.000
11/04/2023,user38550780@email.com,55477216581,113,875.800.000,-16.761.000,-89.800.000,769.239.000,3.510.000,0,0,0,772.749.000
12/04/2023,user80784230@email.com,55477216584,116,995.300.000,-37.796.000,-31.620.000,925.884.000,4.680.000,0,0,0,930.564.000
13/04/2023,user68593315@email.com,55477216587,87,766.700.000,-17.537.000,-42.700.000,706.463.000,2.730.000,0,0,0,709.193.000
14/04/2023,user121331455@email.com,55477216590,102,815.900.000,-21.745.000,-33.200.000,760.955.000,3.900.000,0,0,0,764.855.000
15/04/2023,user3023405@email.com,55477216593,128,1.076.800.000,-21.740.000,-71.900.000,983.160.000,3.900.000,0,0,0,987.060.000
16/04/2023,user208026025@email.com,55477216596,142,1.173.600.000,-30.362.000,-30.200.000,1.113.038.000,4.290.000,0,0,0,1.117.328.000
17/04/2023,user269624365@email.com,55477216599,135,1.086.500.000,-19.949.000,-25.600.000,1.040.951.000,1.170.000,0,0,0,1.042.121.000
18/04/2023,user404750560@email.com,55477216602,106,847.000.000,-22.758.000,-7.900.000,816.342.000,3.120.000,0,0,0,819.462.000
19/04/2023,user201529085@email.com,55477216605,96,802.900.000,-21.295.000,-52.390.000,729.215.000,4.680.000,0,0,0,733.895.000
20/04/2023,user77059400@email.com,55477216608,85,625.100.000,-16.441.000,-43.230.000,565.429.000,3.510.000,0,0,0,568.939.000
21/04/2023,user32338560@email.com,55477216611,104,803.400.000,-23.309.000,-88.425.000,691.666.000,5.070.000,0,0,0,696.736.000
22/04/2023,user149495115@email.com,55477216614,89,795.600.000,-16.947.000,-38.500.000,740.153.000,2.340.000,0,0,0,742.493.000
23/04/2023,user295734925@email.com,55477216617,90,707.500.000,-18.945.000,-73.476.000,615.079.000,3.900.000,0,0,0,618.979.000
24/04/2023,user164282100@email.com,55477216620,132,1.146.400.000,-44.979.000,-64.079.000,1.037.342.000,5.850.000,0,0,0,1.043.192.000
25/04/2023,user238210145@email.com,55477216623,109,895.100.000,-24.904.000,-47.509.000,822.687.000,400.000,0,0,0,823.087.000
26/04/2023,user232385195@email.com,55477216626,82,1.036.400.000,-23.287.000,-313.100.000,700.013.000,1.980.000,0,0,0,701.993.000
27/04/2023,user326813590@email.com,55477216629,189,1.900.000.000,-107.255.000,-57.320.000,1.735.425.000,3.950.000,0,0,0,1.739.375.000
28/04/2023,user235677450@email.com,55477216632,102,1.010.700.000,-65.919.000,-54.815.000,889.966.000,1.190.000,0,0,0,891.156.000
29/04/2023,user347895805@email.com,55477216635,80,813.800.000,-26.043.000,-67.900.000,719.857.000,3.950.000,0,0,0,723.807.000
30/04/2023,user92059045@email.com,55477216638,113,1.108.100.000,-36.235.000,-36.315.000,1.035.550.000,2.370.000,0,0,0,1.037.920.000
01/05/2023,user198407760@email.com,55477216641,117,1.105.200.000,-28.200.000,-85.400.000,991.600.000,6.320.000,0,0,0,997.920.000
02/05/2023,user366194200@email.com,55477216644,89,869.200.000,-19.104.000,-27.475.000,822.621.000,2.370.000,0,0,0,824.991.000
03/05/2023,user219269885@email.com,55477216647,83,810.300.000,-17.643.000,-53.830.000,738.827.000,2.370.000,0,0,0,741.197.000
04/05/2023,user51138870@email.com,55477216650,93,904.600.000,-36.850.000,-12.500.000,855.250.000,6.320.000,0,0,0,861.570.000
05/05/2023,user245229010@email.com,55477216653,73,679.500.000,-8.878.000,-153.100.000,517.522.000,1.580.000,0,0,0,519.102.000
06/05/2023,user181895210@email.com,55477216656,104,923.900.000,-13.760.000,-75.834.000,834.306.000,4.740.000,0,0,0,839.046.000
07/05/2023,user265517350@email.com,55477216659,102,1.050.200.000,-20.806.000,-165.000.000,864.394.000,8.690.000,0,0,0,873.084.000
08/05/2023,user341678960@email.com,55477216662,112,1.131.800.000,-28.844.000,-81.415.000,1.021.541.000,7.110.000,0,0,0,1.028.651.000
09/05/2023,user213897595@email.com,55477216665,93,960.000.000,-31.462.000,-43.200.000,885.338.000,2.370.000,0,0,0,887.708.000
10/05/2023,user303108845@email.com,55477216668,123,1.381.300.000,-46.154.000,-57.900.000,1.277.246.000,3.950.000,0,0,0,1.281.196.000
11/05/2023,user310431480@email.com,55477216671,105,1.021.000.000,-25.440.000,-61.300.000,934.260.000,4.740.000,0,0,0,939.000.000
12/05/2023,user47042210@email.com,55477216674,91,896.700.000,-34.441.000,-47.600.000,814.659.000,4.740.000,0,0,0,819.399.000
13/05/2023,user252186465@email.com,55477216677,115,1.072.200.000,-22.779.000,-56.714.000,992.707.000,3.950.000,0,0,0,996.657.000
14/05/2023,user131998630@email.com,55477216680,98,996.700.000,-20.909.000,-75.300.000,900.491.000,790.000,0,0,0,901.281.000
15/05/2023,user99172405@email.com,55477216683,100,1.176.600.000,-21.377.000,-101.274.000,1.053.949.000,3.160.000,0,0,0,1.057.109.000
16/05/2023,user138988890@email.com,55477216686,88,794.400.000,-17.049.000,-58.900.000,718.451.000,790.000,0,0,0,719.241.000
17/05/2023,user263334125@email.com,55477216689,101,1.032.600.000,-33.894.000,-53.415.000,945.291.000,4.740.000,0,0,0,950.031.000
18/05/2023,user18268690@email.com,55477216692,92,826.000.000,-19.240.000,-31.500.000,775.260.000,2.370.000,0,0,0,777.630.000
19/05/2023,user364096265@email.com,55477216695,82,772.900.000,-17.197.000,-280.400.000,475.303.000,2.370.000,0,0,0,477.673.000
20/05/2023,user67704350@email.com,55477216698,100,1.103.900.000,-45.469.000,-106.275.000,952.156.000,3.160.000,0,0,0,955.316.000
21/05/2023,user42355020@email.com,55477216701,101,1.000.400.000,-19.970.000,-11.800.000,968.630.000,3.950.000,0,0,0,972.580.000
22/05/2023,user139158295@email.com,55477216704,88,808.800.000,-18.359.000,-13.400.000,777.041.000,3.950.000,0,0,0,780.991.000
23/05/2023,user326380740@email.com,55477216707,73,748.000.000,-13.866.000,-56.100.000,678.034.000,1.580.000,0,0,0,679.614.000
24/05/2023,user367990590@email.com,55477216710,56,504.300.000,-10.140.000,-48.100.000,446.060.000,790.000,0,0,0,446.850.000
25/05/2023,user319389740@email.com,55477216713,185,2.098.700.000,-108.543.000,-68.600.000,1.921.557.000,7.900.000,0,0,0,1.929.457.000
26/05/2023,user114662605@email.com,55477216716,124,1.261.100.000,-52.476.000,-52.915.000,1.155.709.000,6.930.000,0,0,0,1.162.639.000
27/05/2023,user142288055@email.com,55477216719,111,1.242.700.000,-43.744.000,0,1.198.956.000,4.950.000,0,0,0,1.203.906.000
28/05/2023,user363347880@email.com,55477216722,79,820.900.000,-18.382.000,0,802.518.000,3.960.000,0,0,0,806.478.000
29/05/2023,user89375780@email.com,55477216725,83,835.800.000,-17.108.000,0,818.692.000,2.970.000,0,0,0,821.662.000
30/05/2023,user392057110@email.com,55477216728,72,754.700.000,-11.734.000,0,742.966.000,990.000,0,0,0,743.956.000
31/05/2023,user193780625@email.com,55477216731,76,856.600.000,-21.840.000,-42.900.000,791.860.000,0,0,0,0,791.860.000
01/06/2023,user324042790@email.com,55477216734,96,889.100.000,-16.121.000,0,872.979.000,990.000,0,0,0,873.969.000
02/06/2023,user83998010@email.com,55477216737,109,1.133.100.000,-38.077.000,0,1.095.023.000,6.930.000,0,0,0,1.101.953.000
03/06/2023,user176104755@email.com,55477216740,115,1.214.300.000,-43.970.000,0,1.170.330.000,3.960.000,0,0,0,1.174.290.000
04/06/2023,user312245790@email.com,55477216743,116,1.296.300.000,-32.508.000,0,1.263.792.000,5.940.000,0,0,0,1.269.732.000
05/06/2023,user39778970@email.com,55477216746,78,792.800.000,-10.629.000,-9.900.000,772.271.000,3.960.000,0,0,0,776.231.000
06/06/2023,user61150405@email.com,55477216749,77,758.300.000,-29.171.000,0,729.129.000,2.970.000,0,0,0,732.099.000
07/06/2023,user165811350@email.com,55477216752,85,920.800.000,-25.057.000,-5.900.000,889.843.000,4.950.000,0,0,0,894.793.000
08/06/2023,user201266210@email.com,55477216755,90,876.900.000,-25.761.000,0,851.139.000,2.970.000,0,0,0,854.109.000
09/06/2023,user145529765@email.com,55477216758,90,813.500.000,-16.347.000,0,797.153.000,4.950.000,0,0,0,802.103.000
10/06/2023,user168581415@email.com,55477216761,101,1.218.900.000,-23.468.000,0,1.195.432.000,6.930.000,0,0,0,1.202.362.000
11/06/2023,user151085510@email.com,55477216764,99,1.481.000.000,-97.375.000,0,1.383.625.000,2.970.000,0,0,0,1.386.595.000
12/06/2023,user361923135@email.com,55477216767,90,1.103.200.000,-26.197.000,-5.900.000,1.071.103.000,3.960.000,0,0,0,1.075.063.000
13/06/2023,user17051890@email.com,55477216770,84,1.015.800.000,-25.025.000,0,990.775.000,2.970.000,0,0,0,993.745.000
14/06/2023,user302624170@email.com,55477216773,103,1.201.600.000,-24.598.000,0,1.177.002.000,4.950.000,0,0,0,1.181.952.000
15/06/2023,user343007810@email.com,55477216776,66,850.100.000,-10.169.000,0,839.931.000,1.980.000,0,0,0,841.911.000
16/06/2023,user206942315@email.com,55477216779,73,768.500.000,-24.255.000,0,744.245.000,3.960.000,0,0,0,748.205.000
17/06/2023,user120039715@email.com,55477216782,96,1.076.300.000,-28.231.000,0,1.048.069.000,1.980.000,0,0,0,1.050.049.000
18/06/2023,user130957250@email.com,55477216785,81,833.800.000,-20.035.000,0,813.765.000,990.000,0,0,0,814.755.000
19/06/2023,user193247915@email.com,55477216788,81,839.600.000,-20.951.000,0,818.649.000,1.980.000,0,0,0,820.629.000
20/06/2023,user78118135@email.com,55477216791,184,2.164.800.000,-109.211.000,-104.500.000,1.951.089.000,4.950.000,0,0,0,1.956.039.000
21/06/2023,user36819565@email.com,55477216794,90,849.400.000,-30.132.000,0,819.268.000,1.980.000,0,0,0,821.248.000
22/06/2023,user193618455@email.com,55477216797,77,691.900.000,-14.143.000,-12.006.000,665.751.000,1.980.000,0,0,0,667.731.000
23/06/2023,user195731060@email.com,55477216800,95,854.100.000,-20.763.000,0,833.337.000,2.970.000,0,0,0,836.307.000
24/06/2023,user269077995@email.com,55477216803,91,886.600.000,-11.602.000,0,874.998.000,1.980.000,0,0,0,876.978.000
25/06/2023,user320135950@email.com,55477216806,86,827.200.000,-11.949.000,0,815.251.000,3.960.000,0,0,0,819.211.000
26/06/2023,user194980180@email.com,55477216809,109,1.113.200.000,-26.079.000,-14.900.000,1.072.221.000,1.980.000,0,0,0,1.074.201.000
27/06/2023,user389584300@email.com,55477216812,108,1.002.200.000,-23.095.000,-5.900.000,973.205.000,4.950.000,0,0,0,978.155.000
28/06/2023,user184256575@email.com,55477216815,90,989.000.000,-32.330.000,0,956.670.000,6.930.000,0,0,0,963.600.000
29/06/2023,user184063380@email.com,55477216818,77,748.400.000,-21.305.000,0,727.095.000,5.940.000,0,0,0,733.035.000
30/06/2023,user357786810@email.com,55477216821,110,1.169.900.000,-12.889.000,0,1.157.011.000,5.940.000,0,0,0,1.162.951.000
01/07/2023,user167578750@email.com,55477216824,102,1.040.200.000,-23.909.000,0,1.016.291.000,5.940.000,0,0,0,1.022.231.000
