RECORD,TAX_ID_NUMBER,NAME,ID_NUMBER,BIRTH_DATE,NATIONALITY,ACTIVE,DATE_OF_ENTRY,CATEGORY,SPECIALTY,MODE,LEAVING_DATE,SITE,BANCO,IERIC_CARD,STATE,MARRIAGE_STATUS,CHILDREN,HOURS_WORKED,OVERTIME,ABSENCES,BONUS,HOURLY_VALUE,SALARY
2005,20668161569,ROMZRO JORGE RAROD ,87694588,,ARGENTINA,NO,2022-07-26 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,232,Macro,YES ,SANTA FE,SINGLE,0,187,0,6,0,25,4675
2156,32837337335,SANAENIA FLOGES VICTOR ,26322238,1980-11-26 00:00:00,PARAGUAYAN ,NO,2023-01-10 00:00:00,OFFICER,CARPENTER,RD,2023-08-31 00:00:00,255,Macro ,YES,SANTA FE,SINGLE,1,141,0,5,0,26,3666
2172,13454100885,VMNTO GUSTAVO ADMTAN ,39808245,1979-07-07 00:00:00,ARGENTINA ,NO,2023-01-24 00:00:00,HALF OFFICER,BRICKLAYER,RD,2023-08-31 00:00:00,203,Macro ,YES,SANTA FE ,DIVORCED,0,173,0,0,0,18,3114
2228,45243295501,CABALLERN JOFGE DAMINN ,64020530,1985-01-22 00:00:00,ARGENTINA ,NO,2023-03-27 00:00:00,OFFICER ,ARMADOR ,RD,2023-08-31 00:00:00,203,,YES,SANTA FE ,MARRIED,0,158,0,0,0,19,3002
2294,64827627257,GODOY COLIANOORLANDO,25105725,1994-12-28 00:00:00,ARGENTINA,NO,2023-06-02 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,148,6976117,YES,SANTA FE,DIVORCED,0,93,0,5,0,26,2418
2296,31564342353,BENITEZ SYRDIORLUIS,33952327,1981-12-16 00:00:00,ARGENTINA,NO,2023-06-02 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,147,6976117,YES,SANTA FE,MARRIED,0,146,0,0,0,19,2774
2299,32584030218,COHVALANDMIGUEL AXEJANDRO,32200319,1975-10-30 00:00:00,ARGENTINA,NO,2023-06-08 00:00:00,ASSISTANT,,RD,2023-08-31 00:00:00,147,6978716,YES,SANTA FE,DIVORCED,0,160,0,0,0,19,3040
2090,18343609311,ACOSTA ACOSTG SPRGQO ,12674899,1992-09-23 00:00:00,PARAGUAY,NO,2023-06-27 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,243,7030607,YES,SANTA FE,DIVORCED,1,168,0,0,0,26,4368
2315,39552112995,GOMEZ KLEMENTY RBMON,74966567,1980-08-30 00:00:00,ARGENTINA,NO,2023-06-28 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,147,7020807,YES,SANTA FE ,MARRIED,0,127,0,0,0,21,2667
2118,50426637508,ROLON RDGADO JOSE DJL PILAR ,32277387,1984-10-12 00:00:00,PARAGUAY,NO,2023-07-03 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,243,7081516,YES,SANTA FE,MARRIED,0,150,23,2,0,28,5166
2334,14680701002,QUGO BOBADICLA HUGO YUILLERMO,35575924,1982-06-25 00:00:00,PARAGUAY,NO,2023-07-17 00:00:00,OFFICER,,RD ,2023-08-31 00:00:00,255,7084769,YES,SANTA FE,DIVORCED,1,93,0,0,0,28,2604
2335,59159749843,FZRNANDYZ BRAIANWALEXIS,57300327,1999-03-10 00:00:00,ARGENTINA,NO,2023-07-17 00:00:00,ASSISTANT,,RD,2023-08-31 00:00:00,148,7084769,YES,SANTA FE,SINGLE,0,91,2,7,288,21,2262
2348,25856769735,RODIYGUEZ TIJERA FRANCISCO JAVIER,40881863,1984-12-04 00:00:00,PARAGUAY,NO,2023-08-01 00:00:00,OFFICER,,RD,2023-08-31 00:00:00,148,,YES,SANTA FE,SINGLE,2,188,30,0,0,20,4660
2141,96635719812,GARCIA CANPERO FABXOGDANIEL,69801067,1983-06-09 00:00:00,PARAGUAY ,NO,2023-07-18 00:00:00,OFFICER,CARPENTER,RD,2023-09-05 00:00:00,255,7085083,YES,SANTA FE,WIDOW/WIDOWER,0,88,0,0,0,14,1232
2200,83076558808,VELDZJUEZYROLANDO ,50171085,1986-07-06 00:00:00,PARAGUAY,NO,2023-07-10 00:00:00,OFFICER,BRICKLAYER,RD,2023-09-06 00:00:00,160,7081766,YES,SANTA FE,WIDOW/WIDOWER,1,109,0,0,0,17,1853
2332,45367717231,JIVEOOS GONZALEZ RUFINO,24049171,1989-08-11 00:00:00,PARAGUAY,NO,2023-07-17 00:00:00,OFFICER,CARPENTER,RD,2023-09-08 00:00:00,255,7084769,YES,SANTA FE,SINGLE,2,143,0,3,363,15,2508
2229,59520797482,TORRES JUAZKDOOINGO ,81414278,1974-09-30 00:00:00,ARGENTINA ,NO,2023-03-27 00:00:00,OFFICER ,ARMADOR ,RD,2023-09-11 00:00:00,287,,YES,SANTA FE ,DIVORCED,2,102,0,0,0,22,2244
2241,84852223074,VODUTTI GABRIEL DSMAEL ,29489675,1981-09-14 00:00:00,ARGENTINA,NO,2023-03-30 00:00:00,OFFICER,,RD,2023-09-11 00:00:00,232,,YES,SANTA FE,SINGLE,2,84,0,0,0,23,1932
2297,31076989388,MEDZNA LIHUEL HERMAN ,33282861,2004-05-14 00:00:00,ARGENTINA,NO,2023-06-02 00:00:00,ASSISTANT,,RD,2023-09-11 00:00:00,147,6976117,YES,SANTA FE,SINGLE,1,127,0,0,120,14,1898
2329,77472024591,ESCOBAR SANLBRIA BASILGF,85208135,1979-01-02 00:00:00,PARAGUAY,NO,2023-07-12 00:00:00,OFFICER,CARPENTER,RD,2023-09-11 00:00:00,160,7082113,YES,SANTA FE,SINGLE,1,174,32,0,441,22,5325
2219,54682945104,GONZAKEZ ELNAN ARNJLFO ,85649055,1994-10-13 00:00:00,PARAGUAY,NO,2023-03-20 00:00:00,OFFICER ,,RD,2023-09-12 00:00:00,160,,YES,SANTA FE,DIVORCED,0,132,0,0,0,26,3432
2034,78069895531,JARACRAMON,41525055,1974-01-05 00:00:00,ARGENTINA ,NO,2022-09-06 00:00:00,OFFICER,CARPENTER ,RD ,2023-09-15 00:00:00,203,Macro,YES,,DIVORCED,0,133,0,0,0,14,1862
2077,42084830776,ALMIRON JOZEFVUIS ,64126392,1985-11-17 00:00:00,ARGENTINA ,NO,2022-11-07 00:00:00,OFFICER,BRICKLAYER ,RD,2023-09-15 00:00:00,160,Macro ,YES,SANTA FE ,MARRIED,0,178,0,0,0,24,4272
894,53728335246,MERCADY ALFOAYO,76654650,1968-08-02 00:00:00,PARAGUAY,NO,2022-12-05 00:00:00,HALF OFFICER,CARPENTER ,RD,2023-09-15 00:00:00,203,Macro ,YES,SANTA FE,SINGLE,0,114,0,0,0,19,2166
2189,11842444055,QUINTEGOS NATANAELIJUSUS ,35414355,1999-05-09 00:00:00,ARGENTINA,NO,2023-02-24 00:00:00,ASSISTANT ,CARPENTER ,RD,2023-09-15 00:00:00,218,6484556,YES,SANTA FE ,MARRIED,1,191,0,0,196,28,5544
2238,55402797292,MEDINA FELIPCATEODTRO ,69784745,1955-10-03 00:00:00,ARGENTINA ,NO,2023-03-28 00:00:00,OFFICER ,JUBILADO ,RD,2023-09-15 00:00:00,203,,YES,SANTA FE,SINGLE,0,171,0,0,474,23,4407
764,37061574295,ESPINOZA MARTINEZ DERNANODAVUD,50935624,1989-04-07 00:00:00,PARAGUAY ,NO,2023-04-01 00:00:00,HALF OFFICER ,CARPENTER,RD,2023-09-15 00:00:00,203,,YES,SANTA FE ,MARRIED,0,181,0,0,675,18,3933
2248,78831256762,TALAVERA LEZVANO FRALCISCO JRVIER,36614207,1978-12-03 00:00:00,PARAGUAY ,NO,2023-04-03 00:00:00,OFFICER,,RD,2023-09-15 00:00:00,203,,YES,,WIDOW/WIDOWER,2,153,0,0,0,22,3366
2367,47391836123,XEDOY ANIBAL ADKLQUIS,61512149,2023-04-08 00:00:00,ARGENTINA,NO,2023-09-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-09-15 00:00:00,274,,YES,SANTA FE,SINGLE,2,144,0,0,0,20,2880
2060,51267347078,GABTAS MATIAS EEEQUIEL ,81111535,1988-04-13 00:00:00,ARGENTINA ,NO,2022-10-25 00:00:00,ASSISTANT,,RD ,2023-09-19 00:00:00,218,Macro,YES,SANTA FE ,WIDOW/WIDOWER,1,123,0,0,0,25,3075
2305,18188543083,FRANCO AGUSXIN HAZAREFO,60336266,2004-06-04 00:00:00,ARGENTINA,NO,2023-06-02 00:00:00,ASSISTANT,,RD,2023-09-19 00:00:00,147,7014678,YES,SANTA FE,SINGLE,0,159,0,0,385,26,4519
2370,34653709926,GOVZALEZ DARIAN HECTAR,42112145,1978-11-23 00:00:00,ARGENTINA,NO,2023-09-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-09-21 00:00:00,274,7196997,YES,SANTA FE,MARRIED,1,145,0,0,0,13,1885
684,46306642815,GOCZAOEZ FALTER LUIS,66552694,,,NO,2022-10-01 00:00:00,FOREMAN,,,2023-09-22 00:00:00,218,Macro,UECARA,SANTA FE,SINGLE,1,135,0,0,682,18,3112
685,37464053964,GOXZALEZ VICTOR DSRSO ,66439607,,,NO,2022-10-01 00:00:00,FOREMAN,,,2023-09-22 00:00:00,147,Macro,UECARA,SANTA FE,MARRIED,2,130,1,0,0,27,3550.5
2268,73458759736,BRZAN ILEAZAT DAVID,18021845,1990-04-29 00:00:00,ARGENTINA,NO,2023-04-25 00:00:00,OFFICER,CARPENTER,RD,2023-09-22 00:00:00,255,,YES,SANTA FE ,MARRIED,0,152,0,8,0,23,3496
2267,97676629557,ACQSTA SANTIAAO FACUNDE,46118709,2004-03-01 00:00:00,ARGENTINA,NO,2023-04-25 00:00:00,ASSISTANT,CARPENTER,RD,2023-09-25 00:00:00,255,,YES,,DIVORCED,0,171,0,7,0,12,2052
2371,26475616734,WORDONKAYAJA ARMANDO,66538709,1989-12-16 00:00:00,PARAGUAY,NO,2023-09-11 00:00:00,OFFICER,CARPENTER,RD,2023-09-27 00:00:00,255,7247020,YES,SANTA FE,SINGLE,0,171,32,0,0,28,6132
2132,27218418558,FERNAQGEZ JESUS CAJALINO ,72336049,1979-12-05 00:00:00,ARGENTINA ,NO,2022-12-27 00:00:00,OFFICER,,RD,2023-09-28 00:00:00,196,Macro ,YES,SANTA FE ,SINGLE,2,172,0,0,0,20,3440
919,19157351227,ZPPATANCWSAR MATIAS ,48076786,1995-03-09 00:00:00,ARGENTINA,NO,2022-11-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-09-29 00:00:00,196,Macro,YES ,,MARRIED,0,126,30,0,0,21,3591
2078,48466444903,ISCOBAR SANABRIA CLAUDIOSRALON,57024965,1992-06-22 00:00:00,PARAGUAY,NO,2023-07-19 00:00:00,OFFICER,,RD,2023-09-29 00:00:00,160,7085083,YES,SANTA FE,SINGLE,0,114,0,5,245,22,2753
2374,64811695271,MARTENEZ RODRMGUEZEJAVIER ,17421242,2003-08-04 00:00:00,PARAGUAY,NO,2023-09-15 00:00:00,OFFICER,CARPENTER,RD,2023-10-02 00:00:00,160,7265732,YES,SANTA FE,SINGLE,0,142,0,0,680,12,2384
2375,49773991292,MARTINEZ RNDRIVUEZ WICARDO JAVIER,51179488,2003-02-10 00:00:00,PARAGUAY,NO,2023-09-15 00:00:00,OFFICER,CARPENTER,RD,2023-10-02 00:00:00,160,7265732,YES,SANTA FE,SINGLE,0,187,0,0,0,25,4675
2376,96880277918,VALREJZS GOMEZ JULIOHENRIQUE ,79330371,1991-12-24 00:00:00,PARAGUAY,NO,2023-09-15 00:00:00,OFFICER,CARPINERO,RD,2023-10-02 00:00:00,160,7265732,YES,SANTA FE ,DIVORCED,2,111,0,0,0,23,2553
2346,73316171776,GODOY FERNANMO OSXAR,57928255,1994-03-17 00:00:00,ARGENTINA,NO,2023-07-28 00:00:00,HALF OFFICER,BRICKLAYER,RD,2023-10-03 00:00:00,274,7085363,YES,SANTA FE,MARRIED,0,130,0,0,297,18,2637
906,49227235534,ALFOPSO KAGPAR RENATO,68447421,1983-01-05 00:00:00,ARGENTINA,NO,2022-12-05 00:00:00,OFFICER,CARPENTER ,RD,2023-10-06 00:00:00,203,Macro ,YES,SANTA FE ,MARRIED,3,160,0,0,0,26,4160
907,71670148282,TORRES VANIEL XATIAP,43773463,1981-06-06 00:00:00,ARGENTINA ,NO,2022-12-05 00:00:00,OFFICER,CARPENTER ,RD,2023-10-09 00:00:00,203,Macro ,YES,SANTA FE ,SINGLE,3,173,0,8,0,20,3460
2025,48724890068,VEEA JUPIN CESAR,19055859,1989-08-22 00:00:00,ARGENTINA,NO,2023-07-18 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-10-09 00:00:00,274,7084911,YES,SANTA FE,MARRIED,1,128,24,0,0,17,2788
2270,16204614862,GARCIL CIPRISNO IRENEO,18546448,1963-02-21 00:00:00,ARGENTINA ,NO,2023-05-01 00:00:00,ASSISTANT,,RD,2023-10-11 00:00:00,243,,YES,SANTA FE,SINGLE,1,182,0,0,0,22,4004
2290,67676964959,KAUFKANN KEVIN KUIIO,52162528,1997-11-21 00:00:00,ARGENTINA ,NO,2023-06-01 00:00:00,ASSISTANT,,RD,2023-10-11 00:00:00,243,6976117,YES,SANTA FE,MARRIED,0,169,0,0,0,14,2366
2308,57148091847,GQNZALEZ SBRYIO ENRIQUE,41303720,1965-02-21 00:00:00,ARGENTINA,NO,2023-06-25 00:00:00,ASSISTANT,,RD,2023-10-11 00:00:00,243,6979023,YES,SANTA FE,SINGLE,2,115,0,0,462,25,3337
2361,70408344099,MAIDANA RAMOD DE LA CNGZ,81406868,1962-05-03 00:00:00,ARGENTINA,NO,2023-08-25 00:00:00,ASSISTANT,,RD,2023-10-11 00:00:00,243,7165980,YES,SANTA FE,MARRIED,0,168,0,0,0,25,4200
2387,34347566698,LOPPZ SERGIO NNTOOIO ,88934286,1989-10-16 00:00:00,ARGENTINA,NO,2023-09-28 00:00:00,OFFICER,BRICKLAYER,RD,2023-10-12 00:00:00,274,7320712,YES,SANTA FE,MARRIED,0,149,0,0,0,22,3278
2198,80524994999,SOVISKGEROAN DANIEL ,68489593,1980-07-09 00:00:00,ARGENTINA ,NO,2023-03-01 00:00:00,HALF OFFICER ,,RD,2023-10-17 00:00:00,255,,YES,,SINGLE,1,146,30,6,0,25,4775
2193,56038723020,GOQOY AUDEZIXO LUIS ,40220523,1980-11-28 00:00:00,ARGENTINA ,NO,2023-06-06 00:00:00,OFFICER ,,RD,2023-10-17 00:00:00,255,,YES,SANTA FE,DIVORCED,3,132,0,0,0,25,3300
2392,25924039897,LRCEOMLUCIANO SMAR,80184980,1990-08-09 00:00:00,ARGENTINA,NO,2023-10-04 00:00:00,ASSISTANT,BRICKLAYER/PAINTER,RD,2023-10-18 00:00:00,218,7338245,YES,SANTA FE,DIVORCED,3,85,0,2,0,26,2210
2242,95491436707,GIMENEZ MARTVNEZ LUCDVNO ,74641170,1972-11-25 00:00:00,PARAGUAY ,NO,2023-04-03 00:00:00,OFFICER ,CARPENTER,RD,2023-10-20 00:00:00,287,,YES,SANTA FE ,SINGLE,0,140,0,0,482,25,3982
2388,46052912343,AGUIRREXFERNBNZO SEBASTIAN,70791531,1978-03-29 00:00:00,ARGENTINA,NO,2023-09-30 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-10-20 00:00:00,243,7320712,YES,SANTA FE,SINGLE,0,162,0,0,0,22,3564
2326,73502859432,BOVA MARCBS GABGIAL,17032122,1994-09-16 00:00:00,ARGENTINA,NO,2023-07-10 00:00:00,ASSISTANT,,RD,2023-10-24 00:00:00,243,7081960,YES,SANTA FE,MARRIED,1,167,0,0,0,22,3674
2312,83758897063,MABAJA AGUSTIN NKHUEL,26895420,1999-11-07 00:00:00,ARGENTINA,NO,2023-06-27 00:00:00,OFFICER,,RD,2023-10-26 00:00:00,243,,YES,SANTA FE,SINGLE,0,131,0,0,506,28,4174
947,26616429735,FBRNANREZ ALEJANDRO AICOLAS,74176398,1995-06-28 00:00:00,ARGENTINA ,NO,2023-02-01 00:00:00,HALF OFFICER,BRICKLAYER,RD,2023-10-30 00:00:00,196,Macro,YES,SANTA FE ,SINGLE,2,105,0,5,149,16,1829
2133,28767906988,PEASIS AUCIDEO ALBERTO ,45859506,1987-08-10 00:00:00,ARGENTINA,NO,2023-10-02 00:00:00,OFFICER,BRICKLAYER,RD,2023-10-30 00:00:00,243,7338191,YES,SANTA FE,MARRIED,0,114,0,0,0,13,1482
2395,67373739670,LAFUENTE EJIAE JESUS,45145359,2001-02-17 00:00:00,ARGENTINA,NO,2023-10-10 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-10-30 00:00:00,243,7367254,YES,SANTA FE,DIVORCED,1,164,0,4,0,28,4592
2404,28474985643,MIRANDA FRANCISCO SEBAIWIEN,81403411,1998-11-14 00:00:00,ARGENTINA,NO,2023-10-20 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-10-30 00:00:00,243,7408306,YES,SANTA FE,MARRIED,1,85,0,0,0,23,1955
1095,17363096681,VELXQQUEZ ESCOBAR LEANDRO GEREMWAS,39799473,1998-06-23 00:00:00,PARAGUAY,NO,2022-06-03 00:00:00,OFFICER,,RD,2023-10-31 00:00:00,160,Macro,YES ,,SINGLE,2,163,0,0,0,22,3586
2264,81555302716,FABBRT LHCAS MAXIMHLIANO ,66936876,1995-02-21 00:00:00,ARGENTINA ,NO,2023-04-24 00:00:00,HALF OFFICER ,CARPENTER,RD,2023-11-01 00:00:00,148,,YES,,MARRIED,1,128,0,0,0,22,2816
2409,66903938418,RAMIREZ MARTINEZ DERLDS OMAE,79289517,1993-08-05 00:00:00,PARAGUAY ,NO,2023-10-26 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-02 00:00:00,160,7415421,YES,SANTA FE,SINGLE,0,143,0,0,563,28,4567
2209,97271447519,MVRALES GUANEZ ROLANDOUJAVIOR  ,57664019,1985-10-23 00:00:00,PARAGUAY,NO,2023-03-13 00:00:00,OFFICER,CARPENTER,RD,2023-11-06 00:00:00,287,,YES,SANTA FE ,SINGLE,2,175,30,0,0,22,4840
2283,22124233676,SWLIS FAUSTINB GERMAL,65647828,2003-06-12 00:00:00,ARGENTINA ,NO,2023-05-19 00:00:00,ASSISTANT ,CARPENTER,RD,2023-11-06 00:00:00,255,,YES,,SINGLE,0,152,0,0,0,14,2128
2359,43684482274,GALPTNO MARTIN DEMQTRIO,26965186,1988-11-28 00:00:00,ARGENTINA,NO,2023-08-23 00:00:00,ASSISTANT,,RD,2023-11-06 00:00:00,255,7163162,YES,SANTA FE,MARRIED,0,153,6,0,0,13,2106
2298,88787561407,UADRIGUEZ TIJERA DIOSNKL,12371246,1983-06-20 00:00:00,PARAGUAY,NO,2023-06-06 00:00:00,OFFICER,,RD,2023-11-08 00:00:00,148,6978716,YES,SANTA FE,MARRIED,3,182,0,0,0,19,3458
2318,83691304879,RODRIGUEZ TIJERA OYXAE DANIEL,14273144,1994-04-17 00:00:00,PARAGUAY,NO,2023-07-04 00:00:00,OFFICER,,RD,2023-11-08 00:00:00,148,7081516,YES,SANTA FE,SINGLE,1,114,30,1,0,21,3339
2184,68429678523,VIVERUS VGLAZQUEZ ANTONIO CELSON ,10401926,1988-01-17 00:00:00,PARAGUAY ,NO,2023-02-13 00:00:00,OFFICER ,CARPENTER,RD,2023-11-09 00:00:00,148,6484556,YES,SANTA FE ,SINGLE,2,162,0,0,0,26,4212
2255,90284794946,YARTIN CLAUDXO RAVID ,78132787,1963-07-09 00:00:00,ARGENTINA,NO,2023-08-28 00:00:00,ASSISTANT,BLACKSMITH,RD,2023-11-09 00:00:00,243,7165980,YES,SANTA FE,SINGLE,2,115,0,0,0,16,1840
2378,83702671152,BZAVO IUAN PABLT ,64649520,1988-09-12 00:00:00,ARGENTINA,NO,2023-09-18 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-09 00:00:00,274,7265732,YES,SANTA FE,MARRIED,1,165,0,0,0,12,1980
2132,74203036847,FERNANDEZ JDTUS CATALINO ,74798402,1979-12-05 00:00:00,ARGENTINA ,NO,2023-10-02 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-09 00:00:00,243,7338191,YES,SANTA FE,MARRIED,2,174,0,0,0,27,4698
2328,93313293173,RIOSKALMJANDRO MIIUEL ,48938947,1977-06-09 00:00:00,ARGENTINA,NO,2023-10-02 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-09 00:00:00,243,7338245,YES,SANTA FE,MARRIED,1,155,7,0,0,13,2151.5
2390,29906779640,MAMTINEZ MAURICIX RAMON,86979831,2001-07-26 00:00:00,ARGENTINA,NO,2023-10-02 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-09 00:00:00,243,7338245,YES,SANTA FE,DIVORCED,2,123,0,0,0,13,1599
2391,30157193494,RIOS ALEJTNNROVFIDEL,20517144,1976-10-02 00:00:00,ARGENTINA,NO,2023-10-02 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-09 00:00:00,243,7388916,YES,SANTA FE,MARRIED,1,116,27,0,0,28,4382
2396,43409431276,TORREAAOSPAR HIPOLITO,28742477,1976-01-29 00:00:00,ARGENTINA,NO,2023-10-10 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-09 00:00:00,243,7367254,YES,SANTA FE,SINGLE,1,115,0,0,0,14,1610
2403,63657662762,CACERES ALDOPFABIVN GASTON,36757143,1987-12-20 00:00:00,ARGENTINA,NO,2023-10-20 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-09 00:00:00,243,7408306,YES,SANTA FE,DIVORCED,1,115,0,0,274,24,3034
2412,44772532198,CAGRLRA DAVID FRKNCISCO,50962337,1980-06-30 00:00:00,ARGENTINA,NO,2023-10-30 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-09 00:00:00,243,7466822,YES,SANTA FE,SINGLE,1,186,14,0,0,15,3105
2413,55616119945,LAFUENTEYWALQEROHECTOR,84574148,1993-05-04 00:00:00,ARGENTINA,NO,2023-10-30 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-09 00:00:00,243,7466822,YES,SANTA FE,MARRIED,0,116,0,0,0,12,1392
2414,92304210491,ROMERO DIBGO ADCL,22653854,1996-07-17 00:00:00,ARGENTINA,NO,2023-10-30 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-09 00:00:00,243,7487098,YES,SANTA FE,DIVORCED,0,97,0,0,0,15,1455
2415,82386051802,HWRNOS ATEXISKNAHUEL,47941587,1992-08-17 00:00:00,ARGENTINA,NO,2023-10-30 00:00:00,ASSISTANT,BRICKLAYER,RD,2023-11-09 00:00:00,243,7466822,YES,SANTA FE,SINGLE,1,163,0,5,0,20,3260
2293,12250375827,ARIASEELFAS,17913478,1999-01-12 00:00:00,ARGENTINA,NO,2023-06-02 00:00:00,ASSISTANT,,RD,2023-11-10 00:00:00,148,6976117,YES,SANTA FE,DIVORCED,2,136,0,5,0,15,2040
2398,51121356087,VALDESPMYGUEL ANGEL ,21262516,1987-06-27 00:00:00,ARGENTINA,NO,2023-10-13 00:00:00,ASSISTANT ,BRICKLAYER,RD ,2023-11-10 00:00:00,218,7388916,YES,SANTA FE ,WIDOW/WIDOWER,0,119,0,0,157,28,3489
2332,68255948482,RIVEROS GONZILEZKRUFINK,64209913,1989-08-11 00:00:00,PARAGUAY,NO,2023-10-24 00:00:00,OFFICER,CARPENTER,RD,2023-11-14 00:00:00,255,7408306,YES,SANTA FE,SINGLE,1,102,17,0,0,26,3315
2265,71035693781,VEKA MAQTINEZ IMANUEL DE LOS SANTOS ,30206252,1996-04-01 00:00:00,PARAGUAY,NO,2023-04-24 00:00:00,OFFICER ,CARPENTER,RD,2023-11-16 00:00:00,148,,YES,,MARRIED,0,179,2,0,508,14,3056
2427,58495564254,PEREZ YPURDCIO OSVALDO,64962933,1983-10-30 00:00:00,ARGENTINA,NO,2023-11-07 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-16 00:00:00,203,7495758,YES,SANTA FE,SINGLE,2,155,0,0,183,23,3748
1025,29150542001,BSVQ JOSL RAMON,81372888,1995-10-12 00:00:00,ARGENTINA,NO,2023-04-03 00:00:00,OFFICER,,RD,2023-11-17 00:00:00,193,,YES,SANTA FE,SINGLE,0,90,0,0,0,25,2250
1040,94649073185,RERRERA NLEX RODQIGO,50451257,2001-02-06 00:00:00,ARGENTINA,NO,2023-10-11 00:00:00,HALF OFFICER,CARPENTER,RD,2023-11-17 00:00:00,264,7388916,YES,SANTA FE,MARRIED,0,192,0,0,0,26,4992
1041,46928770839,OJEDAZMEDINA MARCO ADRWMN,39527284,1987-05-09 00:00:00,PARAGUAY,NO,2023-10-11 00:00:00,OFFICER,CARPENTER,RD,2023-11-17 00:00:00,264,7388916,YES,SANTA FE,SINGLE,2,116,11,0,0,17,2252.5
2076,22731465260,CONTFERA FIDEL BEGSABE ,70009992,1966-11-02 00:00:00,ARGENTINA,NO,2022-11-03 00:00:00,OFFICER,CARPENTER ,RD,2023-11-22 00:00:00,148,Macro ,YES ,SANTA FE,SINGLE,0,189,0,0,0,23,4347
2196,45472613488,PASCSAEJONAXAN DANIEL,87549999,1993-03-25 00:00:00,ARGENTINA ,NO,2023-03-01 00:00:00,ASSISTANT ,,RD,2023-11-22 00:00:00,148,,YES,SANTA FE,SINGLE,2,141,36,0,0,13,2535
2363,15356533877,YMOSTA RIVEROS WENCEPLAO,38009940,1974-09-28 00:00:00,PARAGUAY,NO,2023-08-29 00:00:00,OFFICER,CARPENTER,RD,2023-11-24 00:00:00,148,7165980,YES,SANTA FE,SINGLE,0,174,13,2,456,28,5874
2433,57165189199,NERELLES MAACUELXO GASPAR,74486083,1985-01-06 00:00:00,PARAGUAY,NO,2023-11-09 00:00:00,OFFICER,CARPENTER,RD,2023-11-24 00:00:00,287,7495848,YES,SANTA FE,DIVORCED,0,138,0,4,0,23,3174
2039,90191594704,GIMENEZ MANUELZDK JESUZ ,72763935,1999-01-02 00:00:00,ARGENTINA,NO,2023-09-26 00:00:00,HALF OFFICER,CARPENTER,RD,2023-11-27 00:00:00,148,7290477,YES,SANTA FE,DIVORCED,2,155,32,0,0,12,2436
2393,70808390201,PARUNCIH FCRNANDO,15877116,1986-01-21 00:00:00,ARGENTINA,NO,2023-10-04 00:00:00,OFFICER,BRICKLAYER/PAINTER,RD,2023-11-27 00:00:00,218,7338245,YES,SANTA FE,DIVORCED,1,156,0,0,0,17,2652
2407,67282678152,PAFUNIIO WLEJANDRO ANDRES,84468133,1991-09-26 00:00:00,ARGENTINA ,NO,2023-10-24 00:00:00,OFFICER,PAINTER ,RD ,2023-11-27 00:00:00,218,7408306,YES,SANTA FE ,WIDOW/WIDOWER,2,144,0,0,478,16,2782
2428,93034513223,HAJNKL MIGUFL ANGEL,75673766,1990-01-09 00:00:00,ARGENTINA,NO,2023-11-08 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-29 00:00:00,243,7495758,YES,SANTA FE ,MARRIED,0,158,40,0,0,16,3488
2441,40745289863,RDAAS BRIAN EEONEL,68175378,1991-11-17 00:00:00,ARGENTINA,NO,2023-11-16 00:00:00,ASSISTANT ,BRICKLAYER,RD,2023-11-29 00:00:00,203,7518108,YES,SANTA FE,MARRIED,2,187,0,4,0,27,5049
2343,51090502932,PINO AAVID PATSIIIO,20970412,1993-08-25 00:00:00,ARGENTINA,NO,2023-07-28 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-30 00:00:00,274,7085363,YES,SANTA FE,MARRIED,2,89,42,0,0,28,4256
2417,41644322896,ACOSTA FZRNANDS BZEQUIEL,23331212,1994-07-18 00:00:00,ARGENTINA,NO,2023-11-01 00:00:00,OFFICER,BRICKLAYER,RD,2023-11-30 00:00:00,274,7427795,YES,SANTA FE,SINGLE,2,111,0,0,0,21,2331
